"F-00074","10*20*7.5","0M","фото ",18,60,"OPEL",,1
"F-00355","10*20*7.5","0M","фото ",18,60,"DAEWOO",,2
"F-00608","11.7*22*6/8.5","1РМ2","фото ",501,60,"CHRYSLER",,3
"F-00102","12*27*9/10","7V1PM","фото ",172,90,"CHEVROLET",,4
"F-00178","12*27*9/10","7V1PM","фото ",171,90,"OPEL",,5
"F-00726","12*38*10","7V2","фото ",363,90,"CHRYSLER, DODGE",,6
"F-00372","14*27*9/10","7V1PM","фото ",370,90,"OPEL",,7
"F-00523","14*30.5/38.4*5/11","6V3","фото ",364,90,"CHRYSLER",,8
"F-00432","15*28*6.3","1РМA","фото ",100,60,"OPEL",,9
"F-00597","15*28*6.3","1РМA","фото ",100,60,"SUBARU",,10
"F-00744","15*28*6.3","1РМA","фото ",100,60,"DAEWOO",,11
"F-00365","16*26*5/6 ","1РМ","фото ",76,30,"AUDI, BMW",,12
"F-00052","16*28*7","1РМ","фото ",0,30,"AUDI ",,13
"F-00555","16*30*6.3","1РМA","фото ",3,60,"FORD TEMPO",,14
"F-00149","16*30*6.3","1РМA","фото ",3,60,"FORD MONDEO",,15
"F-00894","16*30*6.3","1РМA","фото ",2,60,"FORD TRANSIT",,16
"F-00689","16*30*6.3","1РМA","фото ",3,60,"FIAT",,17
"F-01106","16*30*6.3","1РМA","фото ",3,60,"FORD FOCUS",,18
"F-00976","16.9*27*5/6 ","1РМ","фото ",86,30,"MERCEDES",,19
"F-00148","17*28*8","0M2","фото ",132,60,"VOLVO",,20
"F-00506","17*28*8","0M2","фото ",132,60,"FIAT DUKATO",,21
"F-00606","17*29*7","1РМ","фото ",9,30,"MITSUBISHI",,22
"F-00356","17*30*7","0M2","фото ",86,60,"FIAT",,23
"F-00414","17*30*7","1РМ","фото ",150,30,"MAZDA",,24
"F-00473","17*30*7","1РМ","фото ",150,30,"KIA",,25
"F-00154","17*32*7","1РМ","фото ",32,30,"NISSAN",,26
"F-00465","17*32*8.5","0AM2","фото ",325,60,"TOYOTA",,27
"F-00165","17*34*8","1РМA","фото ",312,60,"TOYOTA, LEXUS",,28
"F-00122","17*36*6.6","0MA","фото ",40,90,"WV",,29
"F-00687","17*36*6.6","0MA","фото ",40,90,"CHEVROLET",,30
"F-00781X","17.5*30*5/5.7 ","1РМ","фото ",66,90,"Ремонтный размер",,31
"F-00982","18*25.5*4/6.5","4РМ","фото ",40,60,"MAN",,32
"F-00519","18*25.5*4/6.5","4РМ","фото ",39,60,"DAF",,33
"F-00182","18*28*5/6","1РМ","фото ",17,30,"AUDI",,34
"F-00080","18*30*6","1РМ","фото ",0,30,"RENAULT ESPACE",,35
"F-00632","18*30*6","1РМ","фото ",0,30,"RENAULT SAFRANE",,36
"F-00782","18*30*6","1РМ","фото ",0,30,"RENAULT CLIO",,37
"F-00152","18*30*7","1РМ","фото ",22,30,"NISSAN",,38
"F-00771","18*30*7","1РМ","фото ",22,30,"FORD",,39
"F-00855","18*30*7","1РМ","фото ",22,30,"MAZDA",,40
"F-01091","18*30*7","1РМ","фото ",23,30,"SUBARU",,41
"F-00051","18*30*7/8","1РМ","фото ",75,30,"BMW",,42
"F-00183","18*30*7/8","1РМ","фото ",75,30,"NISSAN",,43
"F-00517","18*30*7/8","1РМ","фото ",75,30,"AUDI, WV",,44
"F-00648","18*30*7/8","1РМ","фото ",75,30,"OPEL, IVECO",,45
"F-00117","18*32*7","1РМ","фото ",159,30,"FORD",,46
"F-00959","18*32*7","1РМ","фото ",159,30,"SUBARU",,47
"F-00164","18*32*8","1РМA","фото ",79,60,"ISUZU",,48
"F-00741","18*32*8","1РМA","фото ",78,60,"TOYOTA",,49
"F-00421X","18*33.3*8","1РМA","фото ",78,90,"Ремонтный размер",,50
"F-00185","18*34*7","1РМ","фото ",383,30,"NISSAN",,51
"F-00464","18*34*8","1РМA","фото ",384,60,"CHRYSLER",,52
"F-00484X","18.5*29*4.5/5.5","1РМ","фото ",398,90,"Ремонтный размер",,53
"F-00561X","18.5*34.6*6.3/7.3","1РМ","фото ",47,90,"Ремонтный размер",,54
"F-00136","18.7*35*7/7.8","1РМ","фото ",94,30,"MITSUBISHI",,55
"F-00657","18.7*35*7/7.8","1РМ","фото ",94,30,"ISUZU",,56
"F-00189","18.75*30*5/5.5","1РМ","фото ",103,30,"NISSAN, MAZDA",,57
"F-00395","18.75*30*5/5.5","1РМ","фото ",103,30,"SUZUKI, HONDA",,58
"F-01140","18.75*30*5/5.5","1РМ","фото ",106,30,"SUBARU, DAIHATSU",,59
"F-00313X","18.9*28*5","1РМ","фото ",37,90,"Ремонтный размер",,60
"F-00993X","18.9*30*5","1РМ","фото ",300,30,"Ремонтный размер",,61
"F-00163X","18.9*36*6.5","1РМ","фото ",266,90,"Ремонтный размер",,62
"F-00307","19*26.5*3.8/5.8","3A","фото ",72,60,"SUBARU",,63
"F-00313","19*28*5/5.5","1РМ","фото ",166,30,"WV",,64
"F-00484","19*29*4.5/5","1РМ","фото ",912,30,"NISSAN",,65
"F-00459","19*29*7/7.8","1PM","фото ",54,60,"TOYOTA",,66
"F-00993","19*30*5/5.7","1РМ","фото ",11,30,"NISSAN, INFINITI",,67
"F-00110","19*30*5/6.5 ","1РМ","фото ",150,30,"RENAULT, SUZUKI ",,68
"F-00740","19*30*5/6.5 ","1РМ","фото ",150,30,"MAZDA, HONDA",,69
"F-00111","19*30*6/6.5","1РМ","фото ",200,30,"NISSAN, INFINITI",,70
"F-00315","19*30*7","1РМ","фото ",187,30,"VOLVO",,71
"F-00769","19*30*7","1РМ","фото ",186,30,"FORD",,72
"F-00114","19*32*6/7","1РМ","фото ",84,30,"TOYOTA, LEXUS",,73
"F-00366","19*32*6/7","1РМ","фото ",84,30,"MITSUBISHI",,74
"F-00403","19*32*6/7","1РМ","фото ",83,30,"NISSAN, OPEL",,75
"F-00600","19*32*6/7","1РМ","фото ",83,30,"VOLVO, RENAULT",,76
"F-00779","19*32*6/7","1РМ","фото ",83,30,"HYUNDAI, KIA",,77
"F-01072","19*32*6/7","1PM","фото ",83,30,"MAZDA, OPEL",,78
"F-00187","19*32*7/7.8","1РМ","фото ",50,30,"TOYOTA",,79
"F-00418","19*32*7/7.8","1РМ","фото ",50,30,"OPEL, SKODA",,80
"F-01051","19*32*7/7.8","1PM","фото ",50,30,"WV",,81
"F-01052","19*32*7/7.8","1PM","фото ",50,30,"LEXUS",,82
"F-00039","19*34.6*3.8/6.1","1РМ","фото ",100,30,"VW GOLF",,83
"F-00040","19*34.6*3.8/6.1","1РМ","фото ",100,30,"VW PASSAT",,84
"F-00030","19*34.6*3.8/6.1","1РМ","фото ",100,30,"PEUGEOT",,85
"F-00849","19*34.6*6.3/7.3","1РМ","фото ",100,30,"KIA",,86
"F-00011","19*34.6*6.2/9.2","1РМ","фото ",100,30,"VW",,87
"F-00037","19*34.6*6.2/9.2","1РМ","фото ",100,30,"FIAT",,88
"F-01100","19*35*5/5.5","1РМ","фото ",46,30,"TOYOTA",,89
"F-01105","19*35*5/5.5","1РМ","фото ",46,30,"LIFAN, CHERY",,90
"F-00140","19*37*6.5/8","1РМ","фото ",232,60,"MITSUBISHI",,91
"F-00886","19*37*6.5/8","1РМ","фото ",231,60,"TOYOTA, AUDI",,92
"F-00184","19*38*7/7.8","1РМ","фото ",306,60,"TOYOTA",,93
"F-00607","19.05*30*5/5.7 ","1РМ","фото ",10,30,"RENAULT, NISSAN ",,94
"F-00144","19.05*33.3*7.9/9.4","1РМ","фото ",18,60,"AUDI, BMW, WV",,95
"F-00143","19.05*33.3*8","1РМA","фото ",36,60,"RENAULT",,96
"F-00145","19.05*33.3*8","1РМA","фото ",36,60,"BMW, WV",,97
"F-00421","19.05*33.3*8","1РМA","фото ",35,60,"FIAT, OPEL",,98
"F-01071","19.05*33.3*8","1РМA","фото ",35,60,"PEUGEOT",,99
"F-00529","19.05*33.3*8/9","1РМA","фото ",53,60,"MERCEDES",,100
"F-00087","19.05*34.6*4.4/5.9","1РМ","фото ",75,30,"PEUGEOT",,101
"F-00677","19.05*34.6*4.4/5.9","1РМ","фото ",75,30,"WV GOLF, PASSAT",,102
"F-00688","19.05*34.6*4.4/5.9","1РМ","фото ",75,30,"SCODA FELICIA",,103
"F-00895","19.05*34.6*4.4/5.9","1РМ","фото ",75,30,"MAZDA",,104
"F-00368","19.05*34.6*6.3/7.3","1РМ","фото ",100,30,"VW, FIAT",,105
"F-00561","19.05*34.6*6.3/7.3","1РМ","фото ",100,30,"OPEL, FORD",,106
"F-00868","19.05*34.6*6.2/9.2","1РМ","фото ",100,30,"VOLVO, FIAT",,107
"F-00146","19.05*36*6.5","1РМA","фото ",71,60,"VOLVO",,108
"F-00163","19.05*36*6.7","0MA","фото ",48,60,"CHRYSLER",,109
"F-00158","19.05*36*6.7","0MA","фото ",48,60,"WV, FIAT",,110
"F-00641","19.05*36*7","1РМA","фото ",177,60,"DODGE",,111
"F-00436","19.05*37*6.5/8","1РМ","фото ",82,60,"RENAULT, PEUGEOT",,112
"F-00915","19.05*37*6.5/8","1РМ","фото ",81,60,"SSANG YONG",,113
"F-00138","19.9*39.9*6.5","1РМ","фото ",63,60,"OPEL, FIAT",,114
"F-00063","20*30*5/6","1РМ","фото ",99,30,"RENAULT, FORD",,115
"F-00297","20*30*5/6","1РМ","фото ",98,30,"MAZDA",,116
"F-00558","20*30*5/6","1РМ","фото ",98,30,"MERCEDES",,117
"F-00663","20*30*5/6","1РМ","фото ",98,30,"TOYOTA",,118
"F-00681","20*30*5/6","1РМ","фото ",98,30,"AUDI, WV",,119
"F-00887","20*30*5/6","1РМ","фото ",98,30,"BMW",,120
"F-00978","20*30*5/6","1РМ","фото ",98,30,"OPEL",,121
"F-01159","20*30*5/6","1РМ","фото ",98,30,"ZF",,122
"F-00884","20*30*7","7V2","фото ",246,30,"AUDI",,123
"F-00058","20*32*5/5.5","1РМ","фото ",327,30,"CITROEN",,124
"F-00217","20*32*7 ","7V2","фото ",6,90,"MAZDA",,125
"F-00640","20*35*7","1РМ","фото ",155,60,"ALFA ROMEO",,126
"F-00609","20*35*7","1РМ","фото ",154,60,"ISUZU, OPEL",,127
"F-00153","20*35*7","0M2","фото ",3,60,"BMW",,128
"F-00502","20*35*7","0M2","фото ",4,60,"FIAT DUCATO",,129
"F-00562","20*35.6*6/7.7","1РМ","фото ",0,60,"OPEL, JEEP",,130
"F-00166","20*36*7","1РМ","фото ",0,60,"MITSUBISHI",,131
"F-01153","20*36*7","1РМ","фото ",0,60,"KIA",,132
"F-01167","20*36*7","1РМ","фото ",0,60,"HYUNDAI",,133
"F-00216","20*36*7","7V2","фото ",23,90,"ISUZU, OPEL",,134
"F-00100A","20*39.67*6.5","1РМ","фото ",12,60,"SAAB, DODGE",,135
"F-00186A","20*39.67*6.5","1РМ","фото ",13,60,"OPEL",,136
"F-00186","20*40*6","1РМ","фото ",63,60,"OPEL",,137
"F-00100","20*40*6","1РМ","фото ",62,60,"SAAB, DODGE",,138
"F-00531X","20*41.3*6.5/9","1РМ","фото ",10,90,"Ремонтный размер",,139
"F-00659","20*41.3*6.5/9","1РМ","фото ",10,90,"FORD",,140
"F-00667X","20*41.3*6.5/9","1РМ","фото ",9,90,"Ремонтный размер",,141
"F-00108","20*42.5*3.8/5","1РМ","фото ",124,60,"ALFA ROMEO 156",,142
"F-00420","20*42.5*3.8/5","1РМ","фото ",123,60,"ALFA ROMEO 166",,143
"F-00109","20*42.5*7/7.8","1РМ","фото ",300,60,"MERCEDES",,144
"F-00104","20*44*4.5","3A","фото ",145,60,"MERCEDES",,145
"F-00191","20*44*4.5","3A","фото ",145,60,"VW, FIAT",,146
"F-00547X","20.5*34*9","7V1","фото ",85,120,"Ремонтный размер",,147
"F-01148","20.6*41*6.3","0M","фото ",224,60,"FORD S-MAX",,148
"F-00168","20.6*41.2*6.3","0M","фото ",169,60,"FORD FIESTA",,149
"F-00667 ","20.6*41.2*6.3","0M","фото ",169,60,"FORD MONDEO",,150
"F-00720","20.6*41.2*6.3","0M","фото ",168,60,"FORD FOCUS",,151
"F-00493","20.6*41.3*6.5/8","1РМ","фото ",107,60,"FORD FUSION",,152
"F-00531","20.6*41.2*6.5/8","1РМ","фото ",107,60,"FORD FOCUS",,153
"F-00442","21*33*8/5.5","1РМ","фото ",136,60,"MERCEDES W124",,154
"F-00605","21*33*8/5.5","1РМ","фото ",136,60,"MERCEDES W140",,155
"F-00547","21*34*9","7V1","фото ",63,90,"SUBARU",,156
"F-00497XX","21*34.3*7/12","4V2","фото ",79,120,"Ремонтный размер",,157
"F-00494XX","21*35.4*8.2","7V2","фото ",80,120,"Ремонтный размер",,158
"F-00576","21*35.5*6.2/7","1РМ","фото ",6,90,"DODGE, OPEL",,159
"F-00027X","21.5*31*6.5","7V1","фото ",72,120,"Ремонтный размер",,160
"F-00284X","21.5*32*4/6","4V2","фото ",90,120,"Ремонтный размер",,161
"F-00796X","21.5*34*8 ","7V1","фото ",89,120,"Ремонтный размер",,162
"F-00497X","21.5*34.3*7/12 ","4V2","фото ",344,120,"Ремонтный размер",,163
"F-00381X","21.5*35*8","7V1","фото ",30,120,"Ремонтный размер",,164
"F-00219X","21.5*35*8.5","7V1","фото ",30,120,"Ремонтный размер",,165
"F-00670X","21.5*35*8.5","7V1","фото ",29,120,"Ремонтный размер",,166
"F-00806X","21.5*35*9/10","7V1PM","фото ",45,120,"Ремонтный размер",,167
"F-00948X","21.5*35*9/10","7V1PM","фото ",46,120,"Ремонтный размер",,168
"F-00283X","21.5*35*10/15.4 ","7V3","фото ",88,120,"Ремонтный размер",,169
"F-00494X","21.5*35.4*8.2","7V2","фото ",354,120,"Ремонтный размер",,170
"F-00670AX","21.5*36*8","7V1","фото ",65,120,"Ремонтный размер",,171
"F-00220X","21.5*36.5*8.5 ","7V1","фото ",87,120,"Ремонтный размер",,172
"F-00512X","21.5*38.2*9","7V1","фото ",14,120,"Ремонтный размер",,173
"F-00222X","21.5*38.2*9","7V1","фото ",14,120,"Ремонтный размер",,174
"F-00221X","21.5*38.2*9","7V1","фото ",14,120,"Ремонтный размер",,175
"F-00797X","21.5*38.2*9","7V1","фото ",14,120,"Ремонтный размер",,176
"F-00672X","21.5*38.2*9","7V1","фото ",13,120,"Ремонтный размер",,177
"F-00807X","21.5*38.2*13/14","7V1PM","фото ",42,120,"Ремонтный размер",,178
"F-00949X","21.5*38.2*13/14","7V1PM","фото ",43,120,"Ремонтный размер",,179
"F-00123X","21.5*39.4*10/12.5","7V3","фото ",159,120,"Ремонтный размер",,180
"F-00027","22*31*6.5","0M","фото ",323,60,"WV",,181
"F-00284","22*32*4/6.5","4V2","фото ",229,90,"OPEL",,182
"F-00069","22*32*5/5.5","1РМ","фото ",60,60,"PEUGEOT",,183
"F-00193","22*32*5/5.5","1РМ","фото ",60,60,"CITROEN",,184
"F-00680","22*32*5/5.5","1РМ","фото ",60,60,"RENAULT",,185
"F-00759","22*32*5/5.5","1РМ","фото ",60,60,"FORD",,186
"F-00890","22*32*5/5.5","1РМ","фото ",60,60,"KIA",,187
"F-00098","22*32*7","7V1","фото ",40,90,"TOYOTA",,188
"F-00280","22*34*8","7V1","фото ",185,90,"TOYOTA",,189
"F-00796 ","22*34*8","7V1","фото ",184,90,"DAIHATSU",,190
"F-00018XX","22*34.3/38*4.3/8","6V2","фото ",56,120,"Ремонтный размер",,191
"F-00035XX","22*34.3/38*4.3/8","6V2","фото ",55,120,"Ремонтный размер",,192
"F-00441XX","22*34.3/38*4.3/8","6V2","фото ",55,120,"Ремонтный размер",,193
"F-00642XX","22*34.3/38*4.3/8","6V2","фото ",55,120,"Ремонтный размер",,194
"F-00497","22*34.3*7/12","4V2","фото ",419,90,"FORD",,195
"F-00024XX","22*34.5*6.5","7V1","фото ",25,120,"Ремонтный размер",,196
"F-00396XX","22*34.5*6.5","7V1","фото ",24,120,"Ремонтный размер",,197
"F-00381","22*35*7","7V2","фото ",78,90,"SUZUKI ",,198
"F-00219","22*35*8.5","7V1","фото ",1,90,"TOYOTA",,199
"F-00670","22*35*8.5","7V1","фото ",0,90,"DAIHATSU",,200
"F-00806","22*35*9/10","7V1PM","фото ",55,90,"HYUNDAI ATOS",,201
"F-00948","22*35*9/10","7V1PM","фото ",55,90,"HYUNDAI GETZ",,202
"F-00283","22*35*10/15.4","7V3","фото ",60,90,"OPEL",,203
"F-00494","22*35.4*8","7V2","фото ",364,90,"FORD",,204
"F-00670A","22*36*8","7V1","фото ",72,120,"TOYOTA",,205
"F-00220","22*36.6*8","7V2","фото ",33,90,"TOYOTA",,206
"F-00223XX","22*37*8.5","7V2","фото ",277,120,"Ремонтный размер",,207
"F-00512","22*38.2*8","7V1","фото ",5,90,"TOYOTA ",,208
"F-00221","22*38.2*8","7V2","фото ",24,90,"NISSAN",,209
"F-00221M","22*38.2*8","7V1","фото ",5,90,"TOYOTA ",,210
"F-00222","22*38.2*8","7V2","фото ",24,90,"TOYOTA ",,211
"F-00222M","22*38.2*8","7V1","фото ",4,90,"TOYOTA ",,212
"F-00797","22*38.2*9","7V1","фото ",7,90,"DAIHATSU",,213
"F-00672","22*38.2*9","7V1","фото ",7,90,"HONDA",,214
"F-00807","22*38.2*13/14 ","7V1PM","фото ",43,90,"HYUNDAI ATOS",,215
"F-00949","22*38.2*13/14 ","7V1PM","фото ",42,90,"HYUNDAI GETZ",,216
"F-00513","22*38.5*8","7V1","фото ",0,90,"TOYOTA ",,217
"F-00123","22*39.4*10/12.5","7V3","фото ",60,90,"DAEWOO MATIZ",,218
"F-00748","22.2*31.75*6/7.5","1РМ","фото ",88,60,"MITSUBISHI",,219
"F-00526","22.3*32.2*5/5.7 ","1РМ","фото ",28,60,"SUZUKI BALENO",,220
"F-00938","22.3*32.2*5/5.7 ","1РМ","фото ",28,60,"SUBARU FORESTER",,221
"F-00739X","22.5*32.5*6/8","4V2","фото ",34,120,"Ремонтный размер",,222
"F-00440X","22.5*32.5*6/8","4V2","фото ",35,120,"Ремонтный размер",,223
"F-00018X","22.5*34.3/38*4.3/8","6V2","фото ",10,120,"Ремонтный размер",,224
"F-00035X","22.5*34.3/38*4.3/8","6V2","фото ",10,120,"Ремонтный размер",,225
"F-00441X","22.5*34.3/38*4.3/8","6V2","фото ",10,120,"Ремонтный размер",,226
"F-00642X","22.5*34.3/38*4.3/8","6V2","фото ",9,120,"Ремонтный размер",,227
"F-00016X","22.5*34.3/40*3.2/7.5","6V2","фото ",21,120,"Ремонтный размер",,228
"F-00034X","22.5*34.3/40*3.2/7.5","6V2","фото ",20,120,"Ремонтный размер",,229
"F-00024X","22.5*34.5*6.5","7V1","фото ",18,120,"Ремонтный размер",,230
"F-00396X","22.5*34.5*6.5","7V1","фото ",17,120,"Ремонтный размер",,231
"F-01179X","22.5*34.5*6.5","7V1","фото ",17,120,"Ремонтный размер",,232
"F-00402X","22.5*38*9","7V1","фото ",40,120,"Ремонтный размер",,233
"F-00499X","22.5*38*9","7V1","фото ",39,120,"Ремонтный размер",,234
"F-00225X","22.5*41*8","7V1","фото ",27,120,"Ремонтный размер",,235
"F-00292X","22.5*41*8.5","7V1","фото ",27,120,"Ремонтный размер",,236
"F-00926X","22.5*41*8.5","7V1","фото ",27,120,"Ремонтный размер",,237
"F-00901","22.8*33.5*6","7V2","фото ",19,90,"TRW",,238
"F-00019","23*29.8*4.5","0M","фото ",43,60,"FORD",,239
"F-00865","23*29.8*4.5","0M","фото ",42,60,"FIAT",,240
"F-00739","23*32.5*6/8","4V2","фото ",150,90,"SKODA",,241
"F-00440","23*32.5*6/8","4V2","фото ",150,90,"WV",,242
"F-00089X","23*33*5/5.5","1РМ","фото ",307,60,"AUDI, VW, SKODA",,243
"F-00028XX","23*33*8","7V1","фото ",253,120,"Ремонтный размер",,244
"F-00097","23*34*6.5","0M","фото ",338,60,"TOYOTA",,245
"F-00018","23*34.3/38*3.2/7.4","6V2","фото ",82,90,"WV PASSAT",,246
"F-00035","23*34.3/38*3.2/7.4","6V2","фото ",82,90,"WV GOLF",,247
"F-00441","23*34.3/38*3.2/7.4","6V2","фото ",81,90,"FIAT, SKODA",,248
"F-00642","23*34.3/38*3.2/7.4","6V2","фото ",81,90,"MAZDA, FORD",,249
"F-00016","23*34.3/40.2*3.2/7.5","6V2","фото ",150,90,"FIAT, SEAT",,250
"F-00034","23*34.3/40.2*3.2/7.5","6V2","фото ",150,90,"KIA, DAEWOO",,251
"F-00012","23*34.5*6.5","7V2","фото ",97,90,"WV PASSAT",,252
"F-00012M","23*34.5*8","7V1","фото ",3,90,"WV PASSAT",,253
"F-00024","23*34.5*6.5","7V2","фото ",96,90,"WV GOLF",,254
"F-00024M","23*34.5*8","7V1","фото ",2,90,"WV GOLF",,255
"F-00396","23*34.5*6.5","7V2","фото ",97,90,"MAZDA, FORD",,256
"F-00396M","23*34.5*8","7V1","фото ",2,90,"MAZDA, FORD",,257
"F-01179","23*34.5*6.5","7V2","фото ",96,90,"FIAT, SKODA",,258
"F-01179M","23*34.5*8","7V1","фото ",2,90,"FIAT, SKODA",,259
"F-00194","23*35*6.5","1РМ","фото ",29,60,"MITSUBISHI, TOYOTA",,260
"F-00916","23*35*6.5","0M","фото ",263,60,"SSANG YONG",,261
"F-00360XX","23*36.5*8.5","7V1","фото ",36,120,"Ремонтный размер",,262
"F-00226XM","23*36.5*8.5","7V1","фото ",35,120,"Ремонтный размер",,263
"F-00226XX","23*36.5*8.5","7V2","фото ",60,120,"Ремонтный размер",,264
"F-00223","23*37*8.5","7V2","фото ",310,90,"SUBARU, ISUZU",,265
"F-00195","23*38*7","0M","фото ",554,60,"MITSUBISHI, HYUNDAI",,266
"F-00402","23*38*9","7V1","фото ",25,90,"MAZDA",,267
"F-00499","23*38*9","7V1","фото ",26,90,"SUZUKI",,268
"F-00090XX","23*39*8.5","7V2","фото ",368,120,"Ремонтный размер",,269
"F-00224","23*40*9","7V2","фото ",96,90,"SUBARU",,270
"F-00292","23*41*8","7V2","фото ",179,90,"MAZDA",,271
"F-00292M","23*41*8.5","7V1","фото ",0,90,"MAZDA",,272
"F-00926","23*41*8.5","7V1","фото ",0,90,"SUBARU",,273
"F-00225","23*41*8","7V2","фото ",178,90,"FORD",,274
"F-00225M","23*41*8.5","7V1","фото ",0,90,"FORD",,275
"F-00079","23*48.5*7.5","7V2","фото ",61,90,"RENAULT",,276
"F-00082","23.3*29.8*1.7/4.5","4V2","фото ",205,60,"VOLVO",,277
"F-00032","23.3*29.8*4.5","0M","фото ",43,60,"FORD, RENAULT",,278
"F-00036","23.3*29.8*4.5","0M","фото ",43,60,"FIAT, CITROEN",,279
